datetime,open,high,low,close,volume,quote_volume,trades
2025-09-19 00:00:00,117073.53,117427.7,117020.0,117424.2,328.86734,38557334.0955841,85999
2025-09-19 01:00:00,117424.21,117459.99,117118.21,117241.32,268.6749,31511678.0616566,85005
2025-09-19 02:00:00,117241.32,117285.99,117044.13,117112.8,395.51641,46324444.2625184,66385
2025-09-19 03:00:00,117112.81,117291.01,116871.61,116977.58,333.32919,39008567.6131979,75592
2025-09-19 04:00:00,116977.58,117100.0,116700.02,116990.65,377.41298,44114269.1006579,97091
2025-09-19 05:00:00,116990.65,117010.0,116780.75,116894.83,306.31482,35806906.18857,55901
2025-09-19 06:00:00,116894.83,116894.83,116633.86,116669.75,430.54942,50269840.7270178,66096
2025-09-19 07:00:00,116669.76,116992.81,116665.0,116909.97,423.81384,49524395.0060825,62634
2025-09-19 08:00:00,116909.98,117090.36,116882.47,116915.88,283.85786,33209364.9297422,43691
2025-09-19 09:00:00,116915.88,116979.86,116488.0,116488.0,361.47256,42186188.0280012,52612
2025-09-19 10:00:00,116488.0,116551.54,116434.23,116532.68,289.26548,33696959.2698548,58554
2025-09-19 11:00:00,116532.68,116554.05,116300.0,116394.72,309.23241,35997718.577512,55771
2025-09-19 12:00:00,116394.72,116529.08,116133.66,116162.45,488.73837,56822193.8421223,72641
2025-09-19 13:00:00,116162.45,116465.35,116075.0,116284.64,435.12378,50577860.7025559,108872
2025-09-19 14:00:00,116284.63,116479.11,115800.0,115899.99,846.39402,98288690.4738765,133279
2025-09-19 15:00:00,115899.99,115952.95,115464.19,115884.03,887.61948,102689255.2087438,151353
2025-09-19 16:00:00,115884.03,116136.0,115800.0,116088.68,355.37234,41210580.2956649,73338
2025-09-19 17:00:00,116088.68,116093.18,115538.67,115542.73,360.56628,41729512.2944102,83752
2025-09-19 18:00:00,115542.73,115644.73,115382.98,115407.49,388.78402,44895298.1552752,70902
2025-09-19 19:00:00,115407.49,115479.45,115112.58,115125.12,308.93231,35616882.5094451,62433
2025-09-19 20:00:00,115125.13,115445.23,115100.0,115342.57,338.84816,39071092.367803,61182
2025-09-19 21:00:00,115342.56,115532.73,115306.07,115465.39,178.46294,20597568.0579261,37181
2025-09-19 22:00:00,115465.39,115657.28,115465.39,115613.21,139.86142,16165884.3069503,37044
2025-09-19 23:00:00,115613.21,115648.0,115448.01,115632.38,155.08032,17919917.3780702,35163
2025-09-20 00:00:00,115632.39,115730.41,115548.92,115723.73,220.87363,25541621.6099609,38562
2025-09-20 01:00:00,115723.72,115723.73,115610.84,115623.51,178.50409,20647554.5656759,31248
2025-09-20 02:00:00,115623.5,115623.51,115444.0,115606.39,154.74621,17878123.4301187,28594
2025-09-20 03:00:00,115606.4,115606.4,115408.47,115445.0,162.93905,18821200.7757097,25892
2025-09-20 04:00:00,115445.0,115582.38,115409.08,115568.41,144.02474,16633922.5212489,25383
2025-09-20 05:00:00,115568.41,115717.5,115512.63,115717.49,224.42562,25951046.8017736,24006
2025-09-20 06:00:00,115717.49,115724.34,115625.85,115700.46,159.86607,18492467.3957562,19734
2025-09-20 07:00:00,115700.47,115985.2,115683.47,115968.56,231.14483,26777634.7349628,41483
2025-09-20 08:00:00,115968.56,115968.57,115700.01,115701.43,183.70782,21282598.1421463,33860
2025-09-20 09:00:00,115701.43,115794.39,115664.11,115672.8,196.19831,22705232.3096874,34306
2025-09-20 10:00:00,115672.8,115798.16,115672.79,115747.54,170.36368,19719590.9409911,32530
2025-09-20 11:00:00,115747.54,115909.54,115747.54,115894.06,242.77605,28120629.5180236,35307
2025-09-20 12:00:00,115894.05,115950.89,115804.47,115874.49,155.45643,18013025.618523,27251
2025-09-20 13:00:00,115874.5,115951.96,115859.48,115915.8,123.96705,14368168.2677413,22111
2025-09-20 14:00:00,115915.79,116036.0,115883.3,115970.36,209.62425,24305689.2122073,35600
2025-09-20 15:00:00,115970.36,116121.81,115946.91,115986.69,347.86651,40367689.0365746,48857
2025-09-20 16:00:00,115986.7,116057.24,115882.58,116027.94,226.24762,26240755.248662,35795
2025-09-20 17:00:00,116027.95,116079.46,115817.28,115821.72,189.06923,21917689.9130673,35167
2025-09-20 18:00:00,115821.73,115821.73,115700.0,115711.51,191.99051,22221824.6701967,29847
2025-09-20 19:00:00,115711.51,115812.62,115698.08,115702.0,290.9007,33668791.478692,20796
2025-09-20 20:00:00,115702.0,115789.57,115689.91,115721.1,163.21635,18891408.5089258,30505
2025-09-20 21:00:00,115721.1,115944.7,115721.1,115786.31,200.3631,23208180.2855888,42416
2025-09-20 22:00:00,115786.3,115796.54,115742.14,115776.06,169.22355,19590578.1243171,20626
2025-09-20 23:00:00,115776.06,115776.06,115603.42,115685.63,137.43212,15898850.1311384,20575
2025-09-21 00:00:00,115685.63,115732.94,115559.97,115660.01,204.93197,23699016.6774874,35085
2025-09-21 01:00:00,115660.01,115660.01,115500.0,115500.0,193.04313,22308946.2413404,30213
2025-09-21 02:00:00,115500.01,115700.0,115441.83,115690.76,321.18986,37116906.3517266,41753
2025-09-21 03:00:00,115690.76,115723.43,115616.38,115669.41,199.89426,23119978.5977133,31581
2025-09-21 04:00:00,115669.42,115669.42,115494.22,115494.23,121.47731,14036679.5482784,26384
2025-09-21 05:00:00,115494.23,115663.49,115487.56,115663.48,237.18676,27406761.0894541,34441
2025-09-21 06:00:00,115663.48,115787.39,115663.48,115687.2,201.84931,23363568.3081893,39375
2025-09-21 07:00:00,115687.21,115815.98,115615.0,115815.97,246.42642,28510215.4129415,35418
2025-09-21 08:00:00,115815.98,115819.06,115560.94,115629.6,182.84602,21147484.514988,39972
2025-09-21 09:00:00,115629.6,115704.53,115329.03,115683.54,335.85586,38794618.6874215,65799
2025-09-21 10:00:00,115683.53,115708.33,115504.13,115522.31,111.62025,12904013.9600062,29804
2025-09-21 11:00:00,115522.31,115694.74,115522.31,115603.45,156.53082,18101484.9428118,33095
2025-09-21 12:00:00,115603.45,115747.23,115603.44,115683.59,183.94971,21285038.0446364,24431
2025-09-21 13:00:00,115683.59,115747.06,115645.2,115661.65,136.30562,15770206.6268581,27748
2025-09-21 14:00:00,115661.65,115691.15,115500.0,115500.01,192.82816,22291872.8248005,52246
2025-09-21 15:00:00,115500.0,115599.6,115473.19,115531.61,158.23691,18281684.9201023,44254
2025-09-21 16:00:00,115531.62,115549.9,115209.02,115316.0,239.98829,27685086.3516913,60423
2025-09-21 17:00:00,115316.01,115629.58,115249.94,115628.18,234.56593,27065997.6519555,58452
2025-09-21 18:00:00,115628.19,115665.52,115513.98,115530.9,173.87321,20094406.0320107,37550
2025-09-21 19:00:00,115530.89,115530.9,115318.02,115480.05,132.68903,15316599.8951856,36203
2025-09-21 20:00:00,115480.05,115503.47,115307.51,115307.51,93.55507,10797691.411067,34836
2025-09-21 21:00:00,115307.52,115434.53,115250.01,115405.48,101.3744,11691092.0722331,29491
2025-09-21 22:00:00,115405.48,115545.43,115188.0,115538.9,154.30721,17800867.5816187,44406
2025-09-21 23:00:00,115538.91,115538.91,115200.0,115232.29,196.99668,22709533.4058919,53005
2025-09-22 00:00:00,115232.29,115379.25,114290.16,114407.28,1196.13685,137282592.0699749,246163
2025-09-22 01:00:00,114407.28,114750.0,114250.98,114273.45,660.65043,75647190.1258146,186931
2025-09-22 02:00:00,114273.44,114618.89,114150.0,114187.81,895.13507,102380826.5907734,206084
2025-09-22 03:00:00,114187.8,114654.36,114187.8,114649.89,326.66818,37374145.3312142,97728
2025-09-22 04:00:00,114649.89,114649.9,114397.32,114433.53,208.01066,23816481.7496539,63999
2025-09-22 05:00:00,114433.53,114551.8,113623.0,113691.19,753.79586,86084230.7075343,85343
2025-09-22 06:00:00,113691.18,113698.38,111800.0,112800.77,5199.12797,586251656.1677698,431959
2025-09-22 07:00:00,112800.77,112999.0,112476.17,112519.99,1129.8684,127377912.8870488,146921
2025-09-22 08:00:00,112520.0,112780.0,112452.0,112629.07,810.01414,91225046.9767791,134307
2025-09-22 09:00:00,112629.06,112662.87,112173.52,112336.62,1219.89658,137027640.3057081,130559
2025-09-22 10:00:00,112336.62,112848.33,112262.22,112792.16,523.20588,58875283.2744775,84101
2025-09-22 11:00:00,112792.16,112976.02,112683.49,112876.97,499.11385,56316864.2639765,83462
2025-09-22 12:00:00,112876.97,112876.97,112520.0,112738.65,504.05132,56785656.3665213,102499
2025-09-22 13:00:00,112738.64,113148.29,112380.0,113130.63,813.72754,91779187.3833876,130953
2025-09-22 14:00:00,113130.63,113432.76,112754.15,112933.16,1386.14648,156796730.5125574,179965
2025-09-22 15:00:00,112933.16,113024.23,112576.42,112815.5,609.57711,68746776.7686642,126823
2025-09-22 16:00:00,112815.5,112888.0,112585.87,112600.68,359.00005,40476483.1522448,96383
2025-09-22 17:00:00,112600.69,112622.95,112250.89,112398.66,595.0948,66896401.7167371,103925
2025-09-22 18:00:00,112398.65,112816.55,112345.54,112429.13,470.04903,52912790.7411297,68136
2025-09-22 19:00:00,112429.12,112600.87,111936.4,112122.9,1307.37365,146776753.307886,126232
2025-09-22 20:00:00,112122.9,112977.41,111975.28,112781.88,596.84005,67075083.9870225,93553
2025-09-22 21:00:00,112781.87,112970.0,112602.79,112969.99,293.31156,33074925.4786085,42931
2025-09-22 22:00:00,112969.99,112970.0,112594.33,112643.25,289.60715,32646911.0027458,42836
2025-09-22 23:00:00,112643.25,112739.14,112592.2,112650.99,135.31095,15244940.8306451,34083
2025-09-23 00:00:00,112650.99,112833.09,112385.23,112395.32,400.92095,45148915.2800005,73806
2025-09-23 01:00:00,112395.32,112502.29,112138.88,112156.66,439.66589,49386019.7553833,71680
2025-09-23 02:00:00,112156.66,112487.38,111674.0,111811.88,717.47413,80410237.8471528,116977
2025-09-23 03:00:00,111811.88,112446.97,111478.0,112339.99,840.03485,94098697.1585608,161122
2025-09-23 04:00:00,112339.99,112469.21,111876.15,112442.3,530.4818,59529168.1992302,99734
2025-09-23 05:00:00,112442.29,112894.49,112413.01,112665.44,645.16259,72693728.579132,117575
2025-09-23 06:00:00,112665.44,113111.89,112616.93,112974.96,574.99132,64927265.2697501,118015
2025-09-23 07:00:00,112974.97,113114.01,112882.48,113090.13,754.18067,85218998.4135918,139764
2025-09-23 08:00:00,113090.13,113177.72,112936.98,113133.84,657.66339,74371534.1201129,100576
2025-09-23 09:00:00,113133.84,113281.5,112888.0,112934.47,430.99222,48743650.3713965,53169
2025-09-23 10:00:00,112934.48,113006.56,112828.62,112969.32,382.87944,43233912.7504768,63250
2025-09-23 11:00:00,112969.32,113081.35,112683.33,112975.99,343.04129,38719768.9438372,88738
2025-09-23 12:00:00,112975.99,113049.9,112811.4,112941.02,342.98937,38738873.0541251,75814
2025-09-23 13:00:00,112941.01,113024.31,112722.78,112952.31,426.02927,48090463.1063101,116178
2025-09-23 14:00:00,112952.32,113290.5,112571.81,112652.91,713.09459,80499403.2208129,147691
2025-09-23 15:00:00,112652.91,113072.89,112496.61,112882.19,466.71943,52664498.1462936,111596
2025-09-23 16:00:00,112882.2,112958.58,112486.37,112823.63,531.06975,59859106.4615869,119590
2025-09-23 17:00:00,112823.62,112823.62,111888.0,111957.76,587.62346,65978067.9467334,154624
2025-09-23 18:00:00,111957.76,112200.0,111686.9,111780.1,710.40527,79512336.2631182,164332
2025-09-23 19:00:00,111780.09,111979.27,111540.2,111655.29,565.08344,63141994.0471009,137038
2025-09-23 20:00:00,111655.29,111994.99,111458.73,111985.77,495.90964,55417986.1934124,97685
2025-09-23 21:00:00,111985.78,112202.24,111893.44,112161.54,270.56814,30314187.1071843,39198
2025-09-23 22:00:00,112161.53,112213.95,112002.16,112159.23,231.71626,25984150.8619434,41869
2025-09-23 23:00:00,112159.24,112220.54,111879.73,111998.8,242.62314,27186837.176457,45708
2025-09-24 00:00:00,111998.8,112380.0,111816.86,112230.72,457.37128,51293186.059347,94457
2025-09-24 01:00:00,112230.73,112500.0,112140.0,112451.26,263.95045,29657323.7146537,52450
2025-09-24 02:00:00,112451.25,112500.0,111896.43,112111.62,1045.64078,117252413.6710988,181298
2025-09-24 03:00:00,112111.62,112223.15,111683.09,111683.09,1081.07058,121028792.3379697,122208
2025-09-24 04:00:00,111683.1,112374.32,111042.66,112161.93,1377.98323,153932910.2615616,220947
2025-09-24 05:00:00,112161.94,112666.74,112133.83,112636.84,480.95742,54069714.0978348,81467
2025-09-24 06:00:00,112636.85,112779.37,112535.78,112596.69,508.56699,57286436.1025421,60788
2025-09-24 07:00:00,112596.7,112742.06,112459.44,112583.54,538.1822,60589096.2365007,59784
2025-09-24 08:00:00,112583.54,112636.85,112405.62,112622.8,369.32812,41557041.7300714,65398
2025-09-24 09:00:00,112622.81,112837.42,112501.38,112735.06,247.34844,27865163.8149905,45315
2025-09-24 10:00:00,112735.05,112960.0,112668.51,112941.98,402.84076,45447073.8896696,64884
2025-09-24 11:00:00,112941.99,113162.17,112877.3,113029.46,548.21142,61964402.0273983,75233
2025-09-24 12:00:00,113029.45,113097.99,112944.0,113070.69,272.77737,30830389.2363054,45934
2025-09-24 13:00:00,113070.69,113222.69,112808.0,112823.62,578.33959,65383456.3637995,132297
2025-09-24 14:00:00,112823.62,113890.0,112823.61,113720.64,966.18934,109548745.7845445,196787
2025-09-24 15:00:00,113720.64,113883.68,113257.01,113346.41,717.74437,81540721.4201377,177834
2025-09-24 16:00:00,113346.4,113753.0,113163.21,113732.01,447.67953,50806995.5971774,112872
2025-09-24 17:00:00,113732.01,113940.0,113616.0,113761.3,361.88913,41184261.9172111,81221
2025-09-24 18:00:00,113761.31,113830.66,113512.53,113639.8,202.61449,23023393.9846779,65203
2025-09-24 19:00:00,113639.8,113682.46,113292.25,113420.01,306.5127,34780422.4122778,63287
2025-09-24 20:00:00,113420.0,113609.25,113401.99,113501.52,233.37909,26493593.1639136,46343
2025-09-24 21:00:00,113501.52,113584.02,113283.99,113339.63,274.44453,31142724.2539136,39886
2025-09-24 22:00:00,113339.63,113647.58,113250.59,113336.33,268.57434,30469844.3042884,67543
2025-09-24 23:00:00,113336.34,113429.12,113204.71,113307.0,417.66352,47322526.1206969,76401
2025-09-25 00:00:00,113307.01,113510.23,112960.0,113062.35,567.08586,64199428.4875513,116996
2025-09-25 01:00:00,113062.35,113369.98,112446.15,112661.24,1139.29698,128547834.1986418,225877
2025-09-25 02:00:00,112661.24,113179.94,112510.06,112907.38,569.88139,64278822.1501474,163668
2025-09-25 03:00:00,112907.38,112907.39,112214.74,112546.21,773.34995,86979490.9793409,151662
2025-09-25 04:00:00,112546.22,112614.43,111584.23,111735.66,1337.55309,149679822.2703881,245432
2025-09-25 05:00:00,111735.67,112040.0,111597.86,111749.91,705.54263,78891271.3282923,128656
2025-09-25 06:00:00,111749.91,111843.3,111515.87,111533.26,371.96659,41538883.1462405,111615
2025-09-25 07:00:00,111533.26,111883.23,111450.42,111766.72,515.14719,57553165.2619106,110408
2025-09-25 08:00:00,111766.73,112031.18,111689.38,111727.21,537.9101,60173434.6902335,102297
2025-09-25 09:00:00,111727.2,112246.46,111571.57,111571.58,771.79377,86351237.9523679,94821
2025-09-25 10:00:00,111571.58,111854.12,111525.81,111648.19,434.41742,48516363.96973,81989
2025-09-25 11:00:00,111648.19,111728.48,111283.63,111348.0,543.64106,60605343.784368,127034
2025-09-25 12:00:00,111347.99,111656.81,111020.0,111111.0,1058.2697,117864325.8399396,234283
2025-09-25 13:00:00,111111.01,111719.05,110629.99,111000.0,2220.16862,246933377.5207138,404728
2025-09-25 14:00:00,111000.0,111729.52,110983.03,111540.0,856.73547,95507631.2741913,242164
2025-09-25 15:00:00,111540.01,111587.75,110868.9,111580.77,599.58449,66702992.254687,238889
2025-09-25 16:00:00,111580.77,111672.58,110904.91,110957.29,585.10481,65087014.3454948,189334
2025-09-25 17:00:00,110957.28,110968.4,108654.0,108833.63,2899.70308,318389326.9872462,438322
2025-09-25 18:00:00,108833.63,109801.78,108631.51,109760.2,1427.42291,155925760.2157685,306841
2025-09-25 19:00:00,109760.2,109973.4,109302.54,109360.0,1217.19366,133573057.7240564,126373
2025-09-25 20:00:00,109360.0,109482.62,109057.06,109163.44,424.7182,46414047.742173,149891
2025-09-25 21:00:00,109163.45,109666.3,109074.11,109420.0,347.85454,38040066.7022354,122828
2025-09-25 22:00:00,109420.0,109587.99,109261.02,109419.97,280.53982,30695908.7380652,96631
2025-09-25 23:00:00,109419.97,109685.72,108765.0,108994.49,1046.26824,114191082.3614311,199214
2025-09-26 00:00:00,108994.49,109614.67,108809.24,109472.13,868.75424,94872291.8281455,208999
2025-09-26 01:00:00,109472.12,109762.59,109313.17,109680.4,452.15578,49554078.0428668,153706
2025-09-26 02:00:00,109680.39,109798.84,109487.26,109621.7,497.29551,54538185.3904713,89909
2025-09-26 03:00:00,109621.7,109635.8,109293.25,109580.01,504.99021,55280883.4232239,81469
2025-09-26 04:00:00,109580.0,109625.94,109250.87,109338.01,315.34456,34506708.3104968,66762
2025-09-26 05:00:00,109338.02,109579.99,109085.78,109252.79,371.75832,40642935.0841142,87025
2025-09-26 06:00:00,109252.79,109624.16,109016.0,109360.0,592.34105,64787436.3497764,134966
2025-09-26 07:00:00,109360.0,109593.49,108913.0,109320.02,1776.45411,193859131.1065156,186884
2025-09-26 08:00:00,109320.02,109607.5,109304.72,109567.2,575.78415,63042786.6775313,119413
2025-09-26 09:00:00,109567.2,109690.98,109393.37,109568.72,441.33309,48347437.4972465,110140
2025-09-26 10:00:00,109568.72,109568.72,108697.42,108895.0,735.10273,80128331.5113057,148897
2025-09-26 11:00:00,108894.99,109200.0,108620.07,109133.5,923.24217,100461566.1837135,154334
2025-09-26 12:00:00,109133.5,109579.0,108824.82,109372.68,863.36244,94286123.4549977,224444
2025-09-26 13:00:00,109372.68,109779.73,109000.0,109669.73,991.99403,108614448.3869699,250611
2025-09-26 14:00:00,109669.72,109779.73,108764.76,108836.0,900.4525,98239967.4308491,312487
2025-09-26 15:00:00,108836.0,109358.5,108802.04,109027.78,486.11543,53029215.6554773,174209
2025-09-26 16:00:00,109027.79,109618.0,109027.78,109460.01,291.37899,31866540.3352495,119138
2025-09-26 17:00:00,109460.0,110000.0,109392.35,109899.99,627.01224,68830180.5622268,137014
2025-09-26 18:00:00,109900.0,110300.0,109700.0,109727.99,571.22129,62842424.6565727,125229
2025-09-26 19:00:00,109727.99,109727.99,109030.41,109172.2,603.81607,66027425.155596,162447
2025-09-26 20:00:00,109172.21,109347.59,109087.57,109288.44,245.23004,26782190.036354,76085
2025-09-26 21:00:00,109288.45,109530.0,109189.17,109469.07,210.90009,23065101.2496663,63369
2025-09-26 22:00:00,109469.07,109607.38,109348.0,109558.25,183.31873,20074983.8178264,37151
2025-09-26 23:00:00,109558.24,109687.69,109432.07,109643.46,213.65814,23418543.7920664,32467
2025-09-27 00:00:00,109643.46,109660.88,109472.23,109649.29,268.55384,29425269.7233261,45635
2025-09-27 01:00:00,109649.29,109657.45,109330.08,109431.92,230.21003,25202561.6759499,40694
2025-09-27 02:00:00,109431.92,109482.64,109324.42,109408.18,280.63961,30704083.4543538,39867
2025-09-27 03:00:00,109408.18,109743.91,109384.63,109553.77,262.25571,28739548.3604162,44139
2025-09-27 04:00:00,109553.77,109742.27,109514.63,109654.99,248.07725,27191908.1587622,39017
2025-09-27 05:00:00,109654.99,109684.29,109593.65,109635.72,128.97939,14141068.6343024,20563
2025-09-27 06:00:00,109635.73,109635.73,109481.44,109541.36,241.06138,26405051.0724417,26026
2025-09-27 07:00:00,109541.36,109570.36,109332.02,109411.2,290.72314,31823582.9354771,33291
2025-09-27 08:00:00,109411.19,109411.2,109252.0,109252.01,379.23249,41452720.0011159,53887
2025-09-27 09:00:00,109252.01,109347.59,109064.4,109292.73,409.97831,44768382.0788167,51335
2025-09-27 10:00:00,109292.74,109477.69,109256.07,109431.7,322.59239,35278044.4081068,56472
2025-09-27 11:00:00,109431.71,109440.65,109280.0,109310.21,244.4871,26730503.0737235,32789
2025-09-27 12:00:00,109310.22,109477.59,109227.14,109400.05,336.07633,36746257.5683361,50111
2025-09-27 13:00:00,109400.06,109412.14,109299.64,109306.61,336.77227,36825559.6028026,39698
2025-09-27 14:00:00,109306.61,109387.51,109255.9,109287.89,273.62629,29909817.5381171,32514
2025-09-27 15:00:00,109287.89,109427.4,109193.0,109402.24,204.90854,22394142.3558389,55689
2025-09-27 16:00:00,109402.25,109427.76,109308.0,109389.04,176.55452,19309853.8801178,49902
2025-09-27 17:00:00,109389.05,109410.0,109243.89,109382.47,183.15972,20024506.1963279,55081
2025-09-27 18:00:00,109382.48,109434.99,109345.11,109434.96,154.7658,16931995.8067533,24575
2025-09-27 19:00:00,109434.96,109440.0,109383.48,109424.2,76.33855,8353088.8154334,16138
2025-09-27 20:00:00,109424.21,109435.0,109362.72,109390.0,60.18528,6583966.1813729,16410
2025-09-27 21:00:00,109390.0,109483.55,109389.47,109474.99,119.69499,13097478.1662718,14672
2025-09-27 22:00:00,109474.98,109699.98,109474.98,109605.62,175.35372,19218258.5752843,42503
2025-09-27 23:00:00,109605.63,109683.16,109461.53,109635.85,97.55978,10689940.7336281,38586
2025-09-28 00:00:00,109635.85,109787.75,109548.0,109607.81,283.02575,31032199.2083132,74899
2025-09-28 01:00:00,109607.81,109654.85,109325.05,109353.67,221.5149,24253193.576593,80879
2025-09-28 02:00:00,109353.68,109535.0,109353.67,109447.55,194.54739,21290082.5837857,43821
2025-09-28 03:00:00,109447.54,109535.0,109409.17,109436.0,123.06023,13469238.5014706,24279
2025-09-28 04:00:00,109436.0,109486.1,109365.88,109365.9,99.29239,10863025.3974345,22153
2025-09-28 05:00:00,109365.9,109398.0,109356.42,109356.43,124.07352,13569821.1840847,16723
2025-09-28 06:00:00,109356.44,109455.97,109260.0,109410.0,167.02015,18267054.6130081,26118
2025-09-28 07:00:00,109410.0,109537.8,109350.0,109513.06,178.6647,19557145.1028678,27362
2025-09-28 08:00:00,109513.06,109585.39,109423.21,109509.91,216.27847,23686050.1800992,41374
2025-09-28 09:00:00,109509.91,109559.89,109323.88,109519.42,209.63846,22949444.3977455,58225
2025-09-28 10:00:00,109519.43,109519.43,109368.43,109368.44,143.70537,15724598.2662885,35830
2025-09-28 11:00:00,109368.43,109447.28,109250.0,109369.02,293.31231,32060196.2022003,47997
2025-09-28 12:00:00,109369.02,109451.04,109189.99,109314.99,308.15163,33693656.484878,80500
2025-09-28 13:00:00,109314.99,109668.98,109314.98,109639.0,332.00919,36361471.2533604,67724
2025-09-28 14:00:00,109639.0,109888.0,109502.56,109850.01,370.11862,40598576.7884343,72120
2025-09-28 15:00:00,109850.0,110037.93,109712.23,110037.93,338.92347,37245236.8623911,68532
2025-09-28 16:00:00,110037.92,110393.63,110008.54,110222.02,516.23853,56882280.5067662,86547
2025-09-28 17:00:00,110222.01,110377.05,110130.26,110203.52,374.79675,41327486.5243928,85746
2025-09-28 18:00:00,110203.53,110293.56,110060.88,110293.56,140.49771,15479169.2588833,36167
2025-09-28 19:00:00,110293.56,110388.46,110119.71,110337.6,184.24395,20321288.8701972,33049
2025-09-28 20:00:00,110337.61,110945.0,110294.78,110803.8,510.0654,56475071.3796461,73843
2025-09-28 21:00:00,110803.8,110896.33,110640.81,110833.99,275.55071,30524908.887108,34606
2025-09-28 22:00:00,110833.99,112014.0,110833.99,111938.51,1130.21918,126085910.2830915,190927
2025-09-28 23:00:00,111938.51,112350.0,111938.51,112163.95,807.38282,90537838.0072953,155445
2025-09-29 00:00:00,112163.96,112309.98,111985.0,112260.57,716.5866,80360974.6775537,118701
2025-09-29 01:00:00,112260.57,112310.0,111721.79,111855.3,649.21896,72722487.5624679,127933
2025-09-29 02:00:00,111855.3,112022.27,111632.72,111750.02,621.54504,69488405.5887079,122847
2025-09-29 03:00:00,111750.02,111857.51,111588.07,111857.51,310.12302,34642670.1962474,72579
2025-09-29 04:00:00,111857.51,111904.34,111750.0,111812.0,278.79762,31179410.7919389,62645
2025-09-29 05:00:00,111812.01,111812.01,111575.38,111753.34,348.73721,38944552.5537265,65765
2025-09-29 06:00:00,111753.34,111850.0,111624.0,111632.83,334.53443,37381242.4628273,74770
2025-09-29 07:00:00,111632.83,111865.96,111560.65,111865.95,869.2909,97087252.8191468,96319
2025-09-29 08:00:00,111865.96,112421.99,111865.95,112099.75,787.97678,88351130.6883079,116224
2025-09-29 09:00:00,112099.74,112219.0,111988.13,112110.9,460.23123,51596365.9014981,73585
2025-09-29 10:00:00,112110.9,112225.0,112012.73,112090.18,476.12298,53371908.8562128,61031
2025-09-29 11:00:00,112090.19,112112.86,111923.13,112100.0,401.91096,45023424.4092072,74144
2025-09-29 12:00:00,112100.0,112515.0,111940.0,112022.16,744.63691,83558084.8547401,104826
2025-09-29 13:00:00,112022.0,113490.0,111901.26,113227.29,1670.66371,188528854.8225499,287933
2025-09-29 14:00:00,113227.29,114231.56,113220.21,114033.53,1791.07159,203838443.3583698,254200
2025-09-29 15:00:00,114033.54,114127.13,113686.06,113815.57,858.42631,97790910.146178,142381
2025-09-29 16:00:00,113815.57,114053.0,113600.0,113626.15,728.01207,82888407.5717341,77427
2025-09-29 17:00:00,113626.15,114151.0,113449.74,114043.91,843.56729,95976164.9523847,100003
2025-09-29 18:00:00,114043.92,114137.73,113867.02,114008.79,396.89151,45239648.5654859,67304
2025-09-29 19:00:00,114008.78,114390.93,113848.63,114265.55,747.93438,85379189.8591843,109783
2025-09-29 20:00:00,114265.56,114400.0,114122.12,114258.29,497.44944,56861616.7857482,87204
2025-09-29 21:00:00,114258.29,114329.8,114095.36,114176.73,218.26557,24928851.5225501,38016
2025-09-29 22:00:00,114176.72,114216.41,114020.0,114189.81,443.81221,50643570.2507602,49412
2025-09-29 23:00:00,114189.8,114395.92,114189.8,114311.96,345.31333,39464066.6736083,57621
2025-09-30 00:00:00,114311.97,114758.0,114040.35,114525.97,953.85322,109113615.791209,138255
2025-09-30 01:00:00,114525.97,114792.0,114255.38,114500.31,766.2566,87732233.7181448,148309
2025-09-30 02:00:00,114500.32,114583.19,114360.0,114455.96,385.99253,44185465.1278323,93132
2025-09-30 03:00:00,114455.96,114514.5,114303.06,114376.39,388.27883,44410900.2306327,64531
2025-09-30 04:00:00,114376.39,114376.4,114091.62,114091.63,355.43204,40598976.1697289,70600
2025-09-30 05:00:00,114091.63,114205.17,113827.24,113904.0,698.31455,79595171.300194,103429
2025-09-30 06:00:00,113904.0,114084.22,113838.41,113891.64,527.62041,60113645.6062512,72853
2025-09-30 07:00:00,113891.64,113994.61,113585.0,113699.23,745.45417,84808256.0939466,87252
2025-09-30 08:00:00,113699.24,113741.37,113350.35,113451.89,653.46315,74203391.9210147,105671
2025-09-30 09:00:00,113451.89,113451.89,112731.41,112781.97,995.05591,112534196.9641622,144116
2025-09-30 10:00:00,112781.97,113085.23,112656.27,112923.49,721.99583,81491748.2246925,135266
2025-09-30 11:00:00,112923.5,113135.44,112810.62,113055.01,498.77683,56340949.2395193,77254
2025-09-30 12:00:00,113055.0,113255.99,112990.75,113002.06,347.5946,39315917.1001701,83222
2025-09-30 13:00:00,113002.06,113677.23,112866.11,113404.53,823.64679,93302347.1626907,237538
2025-09-30 14:00:00,113404.53,113630.13,112900.0,113595.05,910.17644,103057049.6393775,327526
2025-09-30 15:00:00,113595.04,113598.27,112919.95,113106.16,758.86878,85865428.0857372,230508
2025-09-30 16:00:00,113106.15,113279.92,112800.0,112841.24,386.78887,43717317.0409259,135272
2025-09-30 17:00:00,112841.23,113503.99,112813.82,113246.11,745.57241,84452813.2253544,149805
2025-09-30 18:00:00,113246.12,113714.56,113177.37,113714.56,431.8583,48989147.2758109,78515
2025-09-30 19:00:00,113714.55,114563.46,113702.01,114359.99,971.66803,110869977.5728852,148572
2025-09-30 20:00:00,114359.99,114723.57,114110.09,114626.36,710.64838,81282781.1396782,122130
